Solvent,Temperature (°C),Solubility (%),Polymer
"1,1-dichloroethylene",120,42.77597769,LDPE
"1,1-dichloroethylene",115,33.14952713,LDPE
"1,1-dichloroethylene",110,25.25300682,LDPE
"1,1-dichloroethylene",105,18.98233888,LDPE
"1,1-dichloroethylene",100,14.12419197,LDPE
"1,1-dichloroethylene",95,10.42479319,LDPE
"1,1-dichloroethylene",90,7.64055898,LDPE
"1,1-dichloroethylene",85,5.5625129,LDPE
"1,1-dichloroethylene",80,4.02188974,LDPE
"1,1-dichloroethylene",75,2.88673051,LDPE
"1,1-dichloroethylene",70,2.05561057,LDPE
"1,1-dichloroethylene",65,1.45126535,LDPE
"1,1-dichloroethylene",60,1.01513696,LDPE
"1,1-dichloroethylene",55,0.70302661,LDPE
"1,1-dichloroethylene",50,0.48170939,LDPE
"1,1-dichloroethylene",45,0.32633289,LDPE
"1,1-dichloroethylene",40,0.21842014,LDPE
"1,1-dichloroethylene",35,0.14433423,LDPE
"1,1-dichloroethylene",30,0.09409608,LDPE
"1,1-dichloroethylene",25,0.06047404,LDPE
"1,1-dichloropropane",160,99.98928517,LDPE
"1,1-dichloropropane",155,99.98741204,LDPE
"1,1-dichloropropane",150,99.98519271,LDPE
"1,1-dichloropropane",145,99.98256028,LDPE
"1,1-dichloropropane",140,94.84899693,LDPE
"1,1-dichloropropane",135,77.56827759,LDPE
"1,1-dichloropropane",130,61.49156381,LDPE
"1,1-dichloropropane",125,47.29220143,LDPE
"1,1-dichloropropane",120,35.49489144,LDPE
"1,1-dichloropropane",115,26.22456343,LDPE
"1,1-dichloropropane",110,19.21670267,LDPE
"1,1-dichloropropane",105,14.02755113,LDPE
"1,1-dichloropropane",100,10.21713712,LDPE
"1,1-dichloropropane",95,7.42531693,LDPE
"1,1-dichloropropane",90,5.38019953,LDPE
"1,1-dichloropropane",85,3.88249328,LDPE
"1,1-dichloropropane",80,2.78715122,LDPE
"1,1-dichloropropane",75,1.98825759,LDPE
"1,1-dichloropropane",70,1.40800427,LDPE
"1,1-dichloropropane",65,0.98888238,LDPE
"1,1-dichloropropane",60,0.68819708,LDPE
"1,1-dichloropropane",55,0.47418722,LDPE
"1,1-dichloropropane",50,0.32323132,LDPE
"1,1-dichloropropane",45,0.21780691,LDPE
"1,1-dichloropropane",40,0.14497644,LDPE
"1,1-dichloropropane",35,0.0952496,LDPE
"1,1-dichloropropane",30,0.06172148,LDPE
"1,1-dichloropropane",25,0.03941623,LDPE
"1,1-dichloropropene",160,99.9998341,LDPE
"1,1-dichloropropene",155,99.99980615,LDPE
"1,1-dichloropropene",150,99.99977293,LDPE
"1,1-dichloropropene",145,99.99973337,LDPE
"1,1-dichloropropene",140,94.97134637,LDPE
"1,1-dichloropropene",135,78.49386082,LDPE
"1,1-dichloropropene",130,63.57248364,LDPE
"1,1-dichloropropene",125,50.46621183,LDPE
"1,1-dichloropropene",120,39.33782364,LDPE
"1,1-dichloropropene",115,30.19772239,LDPE
"1,1-dichloropropene",110,22.90329395,LDPE
"1,1-dichloropropene",105,17.20938674,LDPE
"1,1-dichloropropene",100,12.83414058,LDPE
"1,1-dichloropropene",95,9.50849069,LDPE
"1,1-dichloropropene",90,7.00037693,LDPE
"1,1-dichloropropene",85,5.12065162,LDPE
"1,1-dichloropropene",80,3.71999019,LDPE
"1,1-dichloropropene",75,2.68243835,LDPE
"1,1-dichloropropene",70,1.91875421,LDPE
"1,1-dichloropropene",65,1.360592,LDPE
"1,1-dichloropropene",60,0.95580517,LDPE
"1,1-dichloropropene",55,0.66474783,LDPE
"1,1-dichloropropene",50,0.45740747,LDPE
"1,1-dichloropropene",45,0.31118532,LDPE
"1,1-dichloropropene",40,0.20917568,LDPE
"1,1-dichloropropene",35,0.13882875,LDPE
"1,1-dichloropropene",30,0.09091051,LDPE
"1,1-dichloropropene",25,0.05869394,LDPE
"1,1-diethoxyethane",160,99.99514051,LDPE
"1,1-diethoxyethane",155,99.9944881,LDPE
"1,1-diethoxyethane",150,99.99374003,LDPE
"1,1-diethoxyethane",145,99.99288125,LDPE
"1,1-diethoxyethane",140,94.60414755,LDPE
"1,1-diethoxyethane",135,76.58287862,LDPE
"1,1-diethoxyethane",130,60.33815431,LDPE
"1,1-diethoxyethane",125,46.62786728,LDPE
"1,1-diethoxyethane",120,35.60143914,LDPE
"1,1-diethoxyethane",115,26.98465224,LDPE
