Solvent,Temperature (°C),Solubility (%)
"1,1-dichloroethane",105,1.39591405
"1,1-dichloroethane",100,1.07639513
"1,1-dichloroethane",95,0.82278118
"1,1-dichloroethane",90,0.62348619
"1,1-dichloroethane",85,0.46839054
"1,1-dichloroethane",80,0.34883095
"1,1-dichloroethane",75,0.25752105
"1,1-dichloroethane",70,0.18842825
"1,1-dichloroethane",65,0.13662818
"1,1-dichloroethane",60,0.09815297
"1,1-dichloroethane",55,0.06984369
"1,1-dichloroethane",50,0.04921395
"1,1-dichloroethane",45,0.03432808
"1,1-dichloroethane",40,0.02369524
"1,1-dichloroethane",35,0.01617935
"1,1-dichloroethane",30,0.01092383
"1,1-dichloroethane",25,0.00728984
"1,1-dichloroethylene",160,6.93072611
"1,1-dichloroethylene",155,5.56395616
"1,1-dichloroethylene",150,4.42837880
"1,1-dichloroethylene",145,3.49581154
"1,1-dichloroethylene",140,2.73801475
"1,1-dichloroethylene",135,2.12816369
"1,1-dichloroethylene",130,1.64175937
"1,1-dichloroethylene",125,1.25708315
"1,1-dichloroethylene",120,0.95532111
"1,1-dichloroethylene",115,0.72047258
"1,1-dichloroethylene",110,0.53913253
"1,1-dichloroethylene",105,0.40021198
"1,1-dichloroethylene",100,0.29463872
"1,1-dichloroethylene",95,0.21506428
"1,1-dichloroethylene",90,0.15559131
"1,1-dichloroethylene",85,0.11152925
"1,1-dichloroethylene",80,0.07917993
"1,1-dichloroethylene",75,0.05565323
"1,1-dichloroethylene",70,0.03871063
"1,1-dichloroethylene",65,0.02663423
"1,1-dichloroethylene",60,0.01811822
"1,1-dichloroethylene",55,0.01217982
"1,1-dichloroethylene",50,0.00808706
"1,1-dichloroethylene",45,0.00530062
"1,1-dichloroethylene",40,0.00342768
"1,1-dichloroethylene",35,0.00218548
"1,1-dichloroethylene",30,0.00137308
"1,1-dichloroethylene",25,0.00084948
"1,1-dichloropropane",160,7.14985431
"1,1-dichloropropane",155,5.85799835
"1,1-dichloropropane",150,4.75969547
"1,1-dichloropropane",145,3.83597192
"1,1-dichloropropane",140,3.06703583
"1,1-dichloropropane",135,2.43320244
"1,1-dichloropropane",130,1.91560521
"1,1-dichloropropane",125,1.49670392
"1,1-dichloropropane",120,1.16059847
"1,1-dichloropropane",115,0.89317931
"1,1-dichloropropane",110,0.68215229
"1,1-dichloropropane",105,0.51697267
"1,1-dichloropropane",100,0.38872132
"1,1-dichloropropane",95,0.28994756
"1,1-dichloropropane",90,0.21449781
"1,1-dichloropropane",85,0.15734319
"1,1-dichloropropane",80,0.11441492
"1,1-dichloropropane",75,0.08245259
"1,1-dichloropropane",70,0.05886818
"1,1-dichloropropane",65,0.04162651
"1,1-dichloropropane",60,0.02914222
"1,1-dichloropropane",55,0.02019203
"1,1-dichloropropane",50,0.01384126
"1,1-dichloropropane",45,0.00938287
"1,1-dichloropropane",40,0.00628749
"1,1-dichloropropane",35,0.00416304
"1,1-dichloropropane",30,0.00272230
"1,1-dichloropropane",25,0.00175730
"1,1-dichloropropene",160,3.21027901
"1,1-dichloropropene",155,2.49502586
"1,1-dichloropropene",150,1.92708304
"1,1-dichloropropene",145,1.47896663
"1,1-dichloropropene",140,1.12759531
"1,1-dichloropropene",135,0.85381665
"1,1-dichloropropene",130,0.64187629
"1,1-dichloropropene",125,0.47891445
"1,1-dichloropropene",120,0.35450064
"1,1-dichloropropene",115,0.26022625
"1,1-dichloropropene",110,0.18935372
"1,1-dichloropropene",105,0.13651821
"1,1-dichloropropene",100,0.09747618
"1,1-dichloropropene",95,0.06889483
"1,1-dichloropropene",90,0.04817649
"1,1-dichloropropene",85,0.03331312
"1,1-dichloropropene",80,0.02276610
"1,1-dichloropropene",75,0.01536760
"1,1-dichloropropene",70,0.01024017
"1,1-dichloropropene",65,0.00673162
"1,1-dichloropropene",60,0.00436272
"1,1-dichloropropene",55,0.00278562
"1,1-dichloropropene",50,0.00175104
"1,1-dichloropropene",45,0.00108281
"1,1-dichloropropene",40,0.00065817
"1,1-dichloropropene",35,0.00039290
"1,1-dichloropropene",30,0.00023014
