Solvent,Temperature (°C),Solubility (%)
"1,1,2-trichloro-1,2,2-trifluoroethane",95,0.00280554
"1,1,2-trichloro-1,2,2-trifluoroethane",90,0.00178064
"1,1,2-trichloro-1,2,2-trifluoroethane",85,0.00111491
"1,1,2-trichloro-1,2,2-trifluoroethane",80,0.00068824
"1,1,2-trichloro-1,2,2-trifluoroethane",75,0.00041860
"1,1,2-trichloro-1,2,2-trifluoroethane",70,0.00025068
"1,1,2-trichloro-1,2,2-trifluoroethane",65,0.00014771
"1,1,2-trichloro-1,2,2-trifluoroethane",60,0.00008556
"1,1,2-trichloro-1,2,2-trifluoroethane",55,0.00004869
"1,1,2-trichloro-1,2,2-trifluoroethane",50,0.00002720
"1,1,2-trichloro-1,2,2-trifluoroethane",45,0.00001490
"1,1,2-trichloro-1,2,2-trifluoroethane",40,0.00000799
"1,1,2-trichloro-1,2,2-trifluoroethane",35,0.00000420
"1,1,2-trichloro-1,2,2-trifluoroethane",30,0.00000215
"1,1,2-trichloro-1,2,2-trifluoroethane",25,0.00000108
"1,1,3,3-tetramethoxypropane",160,8.40283612
"1,1,3,3-tetramethoxypropane",155,6.76555678
"1,1,3,3-tetramethoxypropane",150,5.39131176
"1,1,3,3-tetramethoxypropane",145,4.25342271
"1,1,3,3-tetramethoxypropane",140,3.32335820
"1,1,3,3-tetramethoxypropane",135,2.57242863
"1,1,3,3-tetramethoxypropane",130,1.97312404
"1,1,3,3-tetramethoxypropane",125,1.50004423
"1,1,3,3-tetramethoxypropane",120,1.13047373
"1,1,3,3-tetramethoxypropane",115,0.84462520
"1,1,3,3-tetramethoxypropane",110,0.62564423
"1,1,3,3-tetramethoxypropane",105,0.45944841
"1,1,3,3-tetramethoxypropane",100,0.33446676
"1,1,3,3-tetramethoxypropane",95,0.24133143
"1,1,3,3-tetramethoxypropane",90,0.17255843
"1,1,3,3-tetramethoxypropane",85,0.12224103
"1,1,3,3-tetramethoxypropane",80,0.08577004
"1,1,3,3-tetramethoxypropane",75,0.05958743
"1,1,3,3-tetramethoxypropane",70,0.04097520
"1,1,3,3-tetramethoxypropane",65,0.02787833
"1,1,3,3-tetramethoxypropane",60,0.01875897
"1,1,3,3-tetramethoxypropane",55,0.01247816
"1,1,3,3-tetramethoxypropane",50,0.00820125
"1,1,3,3-tetramethoxypropane",45,0.00532316
"1,1,3,3-tetramethoxypropane",40,0.00341019
"1,1,3,3-tetramethoxypropane",35,0.00215500
"1,1,3,3-tetramethoxypropane",30,0.00134246
"1,1,3,3-tetramethoxypropane",25,0.00082385
"1,1-dibromoethane",160,21.72360811
"1,1-dibromoethane",155,19.74708548
"1,1-dibromoethane",150,17.87381299
"1,1-dibromoethane",145,16.10250442
"1,1-dibromoethane",140,14.43200653
"1,1-dibromoethane",135,12.86116369
"1,1-dibromoethane",130,11.38992190
"1,1-dibromoethane",125,10.01701994
"1,1-dibromoethane",120,8.74295159
"1,1-dibromoethane",115,7.56641621
"1,1-dibromoethane",110,6.48826692
"1,1-dibromoethane",105,5.50784395
"1,1-dibromoethane",100,4.62478869
"1,1-dibromoethane",95,3.83788805
"1,1-dibromoethane",90,3.14523703
"1,1-dibromoethane",85,2.54389911
"1,1-dibromoethane",80,2.02965669
"1,1-dibromoethane",75,1.59695824
"1,1-dibromoethane",70,1.23905496
"1,1-dibromoethane",65,0.94812602
"1,1-dibromoethane",60,0.71573941
"1,1-dibromoethane",55,0.53326235
"1,1-dibromoethane",50,0.39231185
"1,1-dibromoethane",45,0.28512394
"1,1-dibromoethane",40,0.20480247
"1,1-dibromoethane",35,0.14544130
"1,1-dibromoethane",30,0.10214117
"1,1-dibromoethane",25,0.07094765
"1,1-dichloro-1-nitroethane",160,10.64270822
"1,1-dichloro-1-nitroethane",155,8.57424071
"1,1-dichloro-1-nitroethane",150,6.81823828
"1,1-dichloro-1-nitroethane",145,5.35398724
"1,1-dichloro-1-nitroethane",140,4.15375197
"1,1-dichloro-1-nitroethane",135,3.18567706
"1,1-dichloro-1-nitroethane",130,2.41650437
"1,1-dichloro-1-nitroethane",125,1.81382951
"1,1-dichloro-1-nitroethane",120,1.34768020
"1,1-dichloro-1-nitroethane",115,0.99145577
"1,1-dichloro-1-nitroethane",110,0.72231305
"1,1-dichloro-1-nitroethane",105,0.52115820
"1,1-dichloro-1-nitroethane",100,0.37238501
"1,1-dichloro-1-nitroethane",95,0.26347797
"1,1-dichloro-1-nitroethane",90,0.18456327
"1,1-dichloro-1-nitroethane",85,0.12796361
"1,1-dichloro-1-nitroethane",80,0.08778788
"1,1-dichloro-1-nitroethane",75,0.05957087
"1,1-dichloro-1-nitroethane",70,0.03996766
"1,1-dichloro-1-nitroethane",65,0.02650109
"1,1-dichloro-1-nitroethane",60,0.01735746
"1,1-dichloro-1-nitroethane",55,0.01122392
"1,1-dichloro-1-nitroethane",50,0.00716128
"1,1-dichloro-1-nitroethane",45,0.00450565
"1,1-dichloro-1-nitroethane",40,0.00279356
"1,1-dichloro-1-nitroethane",35,0.00170563
"1,1-dichloro-1-nitroethane",30,0.00102474
"1,1-dichloro-1-nitroethane",25,0.00060533
"1,1-dichloroacetone",160,14.62316633
"1,1-dichloroacetone",155,12.09820676
"1,1-dichloroacetone",150,9.87036379
"1,1-dichloroacetone",145,7.94078432
"1,1-dichloroacetone",140,6.30074308
"1,1-dichloroacetone",135,4.93259837
"1,1-dichloroacetone",130,3.81177618
"1,1-dichloroacetone",125,2.90929626
"1,1-dichloroacetone",120,2.19433795
"1,1-dichloroacetone",115,1.63644214
"1,1-dichloroacetone",110,1.20718115
"1,1-dichloroacetone",105,0.88118581
"1,1-dichloroacetone",100,0.63663050
"1,1-dichloroacetone",95,0.45528841
"1,1-dichloroacetone",90,0.32231074
"1,1-dichloroacetone",85,0.22585065
"1,1-dichloroacetone",80,0.15662449
"1,1-dichloroacetone",75,0.10747104
"1,1-dichloroacetone",70,0.07294416
"1,1-dichloroacetone",65,0.04895600
"1,1-dichloroacetone",60,0.03247613
"1,1-dichloroacetone",55,0.02128491
"1,1-dichloroacetone",50,0.01377574
"1,1-dichloroacetone",45,0.00879958
"1,1-dichloroacetone",40,0.00554449
"1,1-dichloroacetone",35,0.00344386
"1,1-dichloroacetone",30,0.00210728
"1,1-dichloroacetone",25,0.00126936
"1,1-dichloroethane",160,27.51975579
"1,1-dichloroethane",155,24.49191476
"1,1-dichloroethane",150,21.59021663
"1,1-dichloroethane",145,18.83429031
"1,1-dichloroethane",140,16.24388621
"1,1-dichloroethane",135,13.83777729
"1,1-dichloroethane",130,11.63269490
"1,1-dichloroethane",125,9.64226126
"1,1-dichloroethane",120,7.87514084
"1,1-dichloroethane",115,6.33452398
"1,1-dichloroethane",110,5.01698230
"1,1-dichloroethane",105,3.91254762
"1,1-dichloroethane",100,3.00525631
"1,1-dichloroethane",95,2.27466615
"1,1-dichloroethane",90,1.69757265
"1,1-dichloroethane",85,1.24996105
"1,1-dichloroethane",80,0.90865256
"1,1-dichloroethane",75,0.65248927
"1,1-dichloroethane",70,0.46303732
"1,1-dichloroethane",65,0.32483398
"1,1-dichloroethane",60,0.22531421
"1,1-dichloroethane",55,0.15453315
"1,1-dichloroethane",50,0.10479378
"1,1-dichloroethane",45,0.07025240
"1,1-dichloroethane",40,0.04654702
"1,1-dichloroethane",35,0.03047109
"1,1-dichloroethane",30,0.01970066
"1,1-dichloroethane",25,0.01257409
"1,1-dichloroethylene",160,20.00686378
"1,1-dichloroethylene",155,16.83316320
"1,1-dichloroethylene",150,13.94942021
"1,1-dichloroethylene",145,11.38179788
"1,1-dichloroethylene",140,9.14328150
"1,1-dichloroethylene",135,7.23320366
"1,1-dichloroethylene",130,5.63766960
"1,1-dichloroethylene",125,4.33196123
"1,1-dichloroethylene",120,3.28398373
"1,1-dichloroethylene",115,2.45794273
"1,1-dichloroethylene",110,1.81758806
"1,1-dichloroethylene",105,1.32870562
"1,1-dichloroethylene",100,0.96066823
"1,1-dichloroethylene",95,0.68718520
"1,1-dichloroethylene",90,0.48642692
"1,1-dichloroethylene",85,0.34075347
"1,1-dichloroethylene",80,0.23622773
"1,1-dichloroethylene",75,0.16204589
"1,1-dichloroethylene",70,0.10997040
"1,1-dichloroethylene",65,0.07381228
"1,1-dichloroethylene",60,0.04898411
"1,1-dichloroethylene",55,0.03212861
"1,1-dichloroethylene",50,0.02081877
"1,1-dichloroethylene",45,0.01332117
"1,1-dichloroethylene",40,0.00841267
"1,1-dichloroethylene",35,0.00524075
"1,1-dichloroethylene",30,0.00321860
"1,1-dichloroethylene",25,0.00194754
"1,1-dichloropropane",160,17.58685823
"1,1-dichloropropane",155,14.80436044
"1,1-dichloropropane",150,12.29695737
"1,1-dichloropropane",145,10.07609638
"1,1-dichloropropane",140,8.14385699
"1,1-dichloropropane",135,6.49311467
"1,1-dichloropropane",130,5.10839234
"1,1-dichloropropane",125,3.96734687
"1,1-dichloropropane",120,3.04310688
"1,1-dichloropropane",115,2.30655744
"1,1-dichloropropane",110,1.72847738
"1,1-dichloropropane",105,1.28118700
"1,1-dichloropropane",100,0.93966394
"1,1-dichloropropane",95,0.68212342
"1,1-dichloropropane",90,0.49018441
"1,1-dichloropropane",85,0.34873481
"1,1-dichloropropane",80,0.24562007
"1,1-dichloropropane",75,0.17124698
"1,1-dichloropropane",70,0.11816758
"1,1-dichloropropane",65,0.08068413
"1,1-dichloropropane",60,0.05449611
"1,1-dichloropropane",55,0.03639836
"1,1-dichloropropane",50,0.02403080
"1,1-dichloropropane",45,0.01567611
"1,1-dichloropropane",40,0.01009921
"1,1-dichloropropane",35,0.00642237
"1,1-dichloropropane",30,0.00402926
"1,1-dichloropropane",25,0.00249243
"1,1-dichloropropene",160,11.28726415
"1,1-dichloropropene",155,8.91885000
"1,1-dichloropropene",150,6.95274337
"1,1-dichloropropene",145,5.35265545
"1,1-dichloropropene",140,4.07329126
"1,1-dichloropropene",135,3.06630715
"1,1-dichloropropene",130,2.28472958
"1,1-dichloropropene",125,1.68570879
"1,1-dichloropropene",120,1.23188396
"1,1-dichloropropene",115,0.89175933
"1,1-dichloropropene",110,0.63946482
"1,1-dichloropropene",105,0.45418750
"1,1-dichloropropene",100,0.31946745
"1,1-dichloropropene",95,0.22247703
"1,1-dichloropropene",90,0.15334881
"1,1-dichloropropene",85,0.10458288
"1,1-dichloropropene",80,0.07054321
"1,1-dichloropropene",75,0.04704101
"1,1-dichloropropene",70,0.03099709
"1,1-dichloropropene",65,0.02017293
"1,1-dichloropropene",60,0.01295943
"1,1-dichloropropene",55,0.00821336
"1,1-dichloropropene",50,0.00513224
"1,1-dichloropropene",45,0.00315981
"1,1-dichloropropene",40,0.00191549
"1,1-dichloropropene",35,0.00114246
"1,1-dichloropropene",30,0.00066990
"1,1-dichloropropene",25,0.00038584
"1,1-diethoxyethane",160,10.30102656
"1,1-diethoxyethane",155,8.26078921
"1,1-diethoxyethane",150,6.55084232
"1,1-diethoxyethane",145,5.13943687
"1,1-diethoxyethane",140,3.99096250
"1,1-diethoxyethane",135,3.06877931
"1,1-diethoxyethane",130,2.33740184
"1,1-diethoxyethane",125,1.76401503
"1,1-diethoxyethane",120,1.31934715
"1,1-diethoxyethane",115,0.97803846
"1,1-diethoxyethane",110,0.71864107
"1,1-diethoxyethane",105,0.52337849
"1,1-diethoxyethane",100,0.37777078
"1,1-diethoxyethane",95,0.27020002
"1,1-diethoxyethane",90,0.19146987
"1,1-diethoxyethane",85,0.13439002
"1,1-diethoxyethane",80,0.09340292
"1,1-diethoxyethane",75,0.06425982
"1,1-diethoxyethane",70,0.04374692
"1,1-diethoxyethane",65,0.02945867
"1,1-diethoxyethane",60,0.01961331
"1,1-diethoxyethane",55,0.01290511
"1,1-diethoxyethane",50,0.00838749
"1,1-diethoxyethane",45,0.00538189
"1,1-diethoxyethane",40,0.00340744
"1,1-diethoxyethane",35,0.00212743
"1,1-diethoxyethane",30,0.00130900
"1,1-diethoxyethane",25,0.00079323
"1,1-difluoroethane",160,39.38017094
"1,1-difluoroethane",155,35.88666574
"1,1-difluoroethane",150,32.38916255
"1,1-difluoroethane",145,28.91476048
"1,1-difluoroethane",140,25.49094497
"1,1-difluoroethane",135,22.15673057
"1,1-difluoroethane",130,18.95346144
"1,1-difluoroethane",125,15.92629978
"1,1-difluoroethane",120,13.12201567
"1,1-difluoroethane",115,10.58441943
"1,1-difluoroethane",110,8.34817072
"1,1-difluoroethane",105,6.43429102
"1,1-difluoroethane",100,4.84635786
"1,1-difluoroethane",95,3.56961437
"1,1-difluoroethane",90,2.57405410
"1,1-difluoroethane",85,1.81975050
"1,1-difluoroethane",80,1.26305489
"1,1-difluoroethane",75,0.86178354
"1,1-difluoroethane",70,0.57859183
"1,1-difluoroethane",65,0.38250923
"1,1-difluoroethane",60,0.24909977
"1,1-difluoroethane",55,0.15981426
"1,1-difluoroethane",50,0.10099934
"1,1-difluoroethane",45,0.06285665
"1,1-difluoroethane",40,0.03850494
"1,1-difluoroethane",35,0.02320398
"1,1-difluoroethane",30,0.01374650
"1,1-difluoroethane",25,0.00799960
"1,1-difluoroethene",160,34.91979227
"1,1-difluoroethene",155,31.05368734
"1,1-difluoroethene",150,27.25241762
"1,1-difluoroethene",145,23.56684720
"1,1-difluoroethene",140,20.05201213
"1,1-difluoroethene",135,16.76360052
"1,1-difluoroethene",130,13.75384261
"1,1-difluoroethene",125,11.06511645
"1,1-difluoroethene",120,8.72547296
"1,1-difluoroethene",115,6.74457115
"1,1-difluoroethene",110,5.11314978
"1,1-difluoroethene",105,3.80531487
"1,1-difluoroethene",100,2.78325369
"1,1-difluoroethene",95,2.00306150
"1,1-difluoroethene",90,1.42004330
"1,1-difluoroethene",85,0.99263019
"1,1-difluoroethene",80,0.68465042
"1,1-difluoroethene",75,0.46619107
"1,1-difluoroethene",70,0.31347087
"1,1-difluoroethene",65,0.20816637
"1,1-difluoroethene",60,0.13651364
"1,1-difluoroethene",55,0.08839094
"1,1-difluoroethene",50,0.05649009
"1,1-difluoroethene",45,0.03562021
"1,1-difluoroethene",40,0.02215003
"1,1-difluoroethene",35,0.01357597
"1,1-difluoroethene",30,0.00819644
"1,1-difluoroethene",25,0.00487138
"1,1-dimethoxyethane",160,24.90811603
"1,1-dimethoxyethane",155,21.64102346
"1,1-dimethoxyethane",150,18.56880149
"1,1-dimethoxyethane",145,15.72239493
"1,1-dimethoxyethane",140,13.12748173
"1,1-dimethoxyethane",135,10.80284678
"1,1-dimethoxyethane",130,8.75914349
"1,1-dimethoxyethane",125,6.99698881
"1,1-dimethoxyethane",120,5.50741022
"1,1-dimethoxyethane",115,4.27289968
"1,1-dimethoxyethane",110,3.26924035
"1,1-dimethoxyethane",105,2.46813298
"1,1-dimethoxyethane",100,1.83968349
"1,1-dimethoxyethane",95,1.35459579
"1,1-dimethoxyethane",90,0.98576150
"1,1-dimethoxyethane",85,0.70922996
"1,1-dimethoxyethane",80,0.50461610
"1,1-dimethoxyethane",75,0.35509800
"1,1-dimethoxyethane",70,0.24714601
"1,1-dimethoxyethane",65,0.17011306
"1,1-dimethoxyethane",60,0.11577655
"1,1-dimethoxyethane",55,0.07789104
"1,1-dimethoxyethane",50,0.05178359
"1,1-dimethoxyethane",45,0.03400638
"1,1-dimethoxyethane",40,0.02204921
"1,1-dimethoxyethane",35,0.01410807
"1,1-dimethoxyethane",30,0.00890306
"1,1-dimethoxyethane",25,0.00553787
"1,1-dimethylhydrazine",160,45.52916588
"1,1-dimethylhydrazine",155,42.32795379
"1,1-dimethylhydrazine",150,39.08696069
"1,1-dimethylhydrazine",145,35.81797410
"1,1-dimethylhydrazine",140,32.53726158
"1,1-dimethylhydrazine",135,29.26350347
"1,1-dimethylhydrazine",130,26.02322544
"1,1-dimethylhydrazine",125,22.84547522
"1,1-dimethylhydrazine",120,19.76266871
"1,1-dimethylhydrazine",115,16.81504621
"1,1-dimethylhydrazine",110,14.04397418
"1,1-dimethylhydrazine",105,11.49176550
"1,1-dimethylhydrazine",100,9.19660004
"1,1-dimethylhydrazine",95,7.18832026
"1,1-dimethylhydrazine",90,5.48326157
"1,1-dimethylhydrazine",85,4.08150837
"1,1-dimethylhydrazine",80,2.96623832
"1,1-dimethylhydrazine",75,2.10699773
"1,1-dimethylhydrazine",70,1.46482741
"1,1-dimethylhydrazine",65,0.99813398
"1,1-dimethylhydrazine",60,0.66745836
"1,1-dimethylhydrazine",55,0.43845983
"1,1-dimethylhydrazine",50,0.28314319
"1,1-dimethylhydrazine",45,0.17981245
"1,1-dimethylhydrazine",40,0.11230983
"1,1-dimethylhydrazine",35,0.06898370
"1,1-dimethylhydrazine",30,0.04165536
"1,1-dimethylhydrazine",25,0.02471666
"1,2,3,4-tetramethylbenzene",160,7.54562611
"1,2,3,4-tetramethylbenzene",155,5.93753760
"1,2,3,4-tetramethylbenzene",150,4.62585191
"1,2,3,4-tetramethylbenzene",145,3.56975632
"1,2,3,4-tetramethylbenzene",140,2.72957250
"1,2,3,4-tetramethylbenzene",135,2.06855202
"1,2,3,4-tetramethylbenzene",130,1.55389085
"1,2,3,4-tetramethylbenzene",125,1.15713971
"1,2,3,4-tetramethylbenzene",120,0.85419525
"1,2,3,4-tetramethylbenzene",115,0.62502711
"1,2,3,4-tetramethylbenzene",110,0.45326066
"1,2,3,4-tetramethylbenzene",105,0.32569994
"1,2,3,4-tetramethylbenzene",100,0.23184584
"1,2,3,4-tetramethylbenzene",95,0.16344253
"1,2,3,4-tetramethylbenzene",90,0.11406948
"1,2,3,4-tetramethylbenzene",85,0.07878626
"1,2,3,4-tetramethylbenzene",80,0.05383077
"1,2,3,4-tetramethylbenzene",75,0.03636781
"1,2,3,4-tetramethylbenzene",70,0.02428301
"1,2,3,4-tetramethylbenzene",65,0.01601637
"1,2,3,4-tetramethylbenzene",60,0.01042951
"1,2,3,4-tetramethylbenzene",55,0.00670113
"1,2,3,4-tetramethylbenzene",50,0.00424567
"1,2,3,4-tetramethylbenzene",45,0.00265076
"1,2,3,4-tetramethylbenzene",40,0.00162971
