polymer,solvent,n_points,n_dropped_100,t_min_c,t_max_c,mk_A,mk_B,mk_C,mk_r2,mk_rmse_lns,mk_mae_pct,mk_rmse_pct,mk_max_err_pct,mk_category,apel_A,apel_B,apel_C,apel_r2,apel_rmse_lns,apel_mae_pct,apel_rmse_pct,apel_max_err_pct,apel_category,delta_r2,winner
PC,ch2cl2,24,4,25.0,140.0,-2.077880250065321,6266.508260909035,-1579360.1874811004,0.9998959,0.008076135782350337,0.16592565768490555,0.23699105899694933,0.7759598317561043,fitted,187.03716129288833,-11796.642564309992,-25.674499523255175,0.99967136,0.014349478102576084,0.2828725902840206,0.39812337114062724,1.292983626338419,fitted,-0.00022454,mk
PC,chcl3,28,0,25.0,160.0,3.857320541002863,2432.7067447316267,-1070944.4706814338,0.99981575,0.015170023518497057,0.17693510194072326,0.2715930972359057,0.9520025409926873,fitted,128.38514114470294,-9633.09057641789,-16.865773385917077,0.99992806,0.009479000646070056,0.0894193938145155,0.12317227543337309,0.3704502233710514,fitted,0.00011231,apelblat
PC,cyclohexane,28,0,25.0,160.0,24.894162565331552,-9987.811504023457,37404.69667795089,0.99997019,0.016571499389121322,0.026927924709076456,0.08059182139973282,0.39204963777041524,fitted,19.37120123069493,-9505.31609148317,0.7594491090864447,0.99997098,0.016350284123988486,0.025809520333003325,0.07684197015579208,0.37462115102456295,fitted,7.9e-07,tie
PC,cyclohexanol,28,0,25.0,160.0,32.95870312945354,-14178.104512778167,422673.222535979,0.99998088,0.016019619016652272,0.028510688411275263,0.09341598152183367,0.45712575713650416,fitted,-14.444495991037437,-9506.8474787734,6.40319141818135,0.99997488,0.018362054879333203,0.030834394460807935,0.09992471117548236,0.4890505720510543,fitted,-6e-06,tie
PC,dimethylformamide,27,1,25.0,155.0,2.396091402556743,2841.7678840267195,-926050.0903440445,0.999955,0.004887464023855845,0.10442884223313836,0.13996435510871996,0.4330014595803746,fitted,109.78387193615214,-7574.547354021527,-14.542460314641499,0.99982357,0.00967699652537072,0.2069402714300376,0.2804267994522817,0.9012823335781448,fitted,-0.00013143,mk
PC,dimethylsulfoxide,28,0,25.0,160.0,6.127938780156723,647.7415120462913,-777062.7605643437,0.99998323,0.004738079321741164,0.05047895398567604,0.08569868609198548,0.3376821530485685,fitted,95.5396702801578,-8057.9122582297805,-12.100533075941007,0.99996127,0.007199409419316961,0.08702709684834604,0.15316067447782972,0.6092614061948822,fitted,-2.196e-05,mk
PC,diphenylether,28,0,25.0,160.0,9.42817393201485,-196.9747312376318,-1064257.6953497746,0.99967234,0.03476904358982152,0.2249770151218065,0.4712762451683173,1.9839941293170575,fitted,134.789042545253,-12271.251660644979,-16.994287303986784,0.99977611,0.02874081080560367,0.17951203553666803,0.37090037822100375,1.5546949604175282,fitted,0.00010377,apelblat
PC,dodecane,28,0,25.0,160.0,20.141451508077694,-8489.794199729344,-212841.89818336832,0.99999975,0.0014988304818019326,0.00018599114209894694,0.0005493878792480435,0.0026796274331781778,fitted,44.559107987676256,-10870.537518734523,-3.3038467104212286,0.99999927,0.002571725403145607,0.00027937508516060746,0.0008067959325801077,0.0038862301971137603,fitted,-4.8e-07,tie
PC,ethanol,28,0,25.0,160.0,38.775948699617395,-17099.71760327712,810295.3046309216,0.99973528,0.06337928189839659,0.4203174671235431,1.3798786046943186,6.832758969826081,fitted,-50.05482423476709,-8250.981689331706,11.978551102802067,0.99970109,0.06734783019405471,0.4265278010919425,1.3940961701392367,6.906743672537516,fitted,-3.419e-05,mk
PC,ethylacetate,28,0,25.0,160.0,-5.010028008270693,9405.506201625241,-2395349.8995420896,0.99989773,0.0129170458542741,0.11846557423211393,0.14648410183714433,0.283434560607553,fitted,271.45095171018056,-17474.152234888872,-37.423134534081264,0.99990011,0.012765783357450903,0.26305993611476847,0.42614536641784684,1.555085461661129,fitted,2.38e-06,tie
