Name,solvent_SMILES,CAS,G-score prediction,G-score prediction uncertainty,Relative Energy Difference (RED),Source
Isopentylether,CC(C)CCOCCC(C)C,544-01-4,5.95,0.8102,0.8965210538520553,low-fidelity RED
Isobutyl Undecylenate,CC(C)COC(=O)CCCCCCCCC=C,5421-27-2,8.066,1.107,0.9943590900675672,low-fidelity RED
Isobutyl-Tert-Butyl Ether,CC(C)COC(C)(C)C,33021-02-2,6.002,0.9087,0.8299096336348917,low-fidelity RED
Diisobutyl Sulfide,CC(C)CSCC(C)C,592-65-4,5.613,0.867,0.9698582370635415,low-fidelity RED
Diisopropylamine,CC(C)NC(C)C,108-18-9,5.572,0.9436,0.9740379869389079,high-fidelity RED
Isopropyl Isobutyl Ether,CC(C)OCC(C)C,78448-33-6,5.706,0.8833,0.9924716620639604,low-fidelity RED
Isopropylcyclohexane,CC(C1CCCCC1)C,696-29-7,5.8,0.8743,0.6010407640085659,low-fidelity RED
sec-Butylcyclohexane,CC(C1CCCCC1)CC,1/7/58 0:00,6.088,1.01,0.6010407640085659,low-fidelity RED
"2,3,4,6-Tetramethylheptane",CC(CC(C)C)C(C)C(C)C,61868-54-0,5.556,0.6814,0.1060660171779818,low-fidelity RED
"2,3,3-Trimethylpentane",CC(CC)(C)C(C)C,560-21-4,5.863,1.014,0.15411035007422477,low-fidelity RED
"3,3-Dimethylpentane",CC(CC)(C)CC,562-49-2,5.615,0.7832,0.20310096011589918,low-fidelity RED
2-Methyl-1-Butene,CC(CC)=C,563-46-2,5.65,0.9029,0.5900211860602974,high-fidelity RED
"2,2,3-Trimethylpentane",CC(CC)C(C)(C)C,564-02-3,5.625,0.7944,0.20310096011589918,low-fidelity RED
"2,3-Dimethylpentane",CC(CC)C(C)C,565-59-3,5.736,0.7482,0.10606601717798263,low-fidelity RED
3-Methylpentane,CC(CC)CC,96-14-0,5.619,0.7338,0.10606601717798263,low-fidelity RED
"2,4-Dimethylhexane",CC(CC)CC(C)C,589-43-5,5.496,0.7485,0.03535533905932738,low-fidelity RED
"1,1,3-Trimethylcyclohexane",CC(CC1C)(CCC1)C,3073-66-3,5.528,0.9857,0.5012484413940855,low-fidelity RED
2-Methyl-1-Pentene,CC(CCC)=C,763-29-1,5.936,0.9037,0.744983221287567,low-fidelity RED
Tert-Octyl Mercaptan,CC(S)(CC(C)(C)C)C,141-59-3,5.622,0.8386,0.867827747885489,low-fidelity RED
Triethylsilane,CC[SiH](CC)CC,617-86-7,5.701,0.8465,0.49749371855331,low-fidelity RED
3-Ethyl-3-Hexene,CC/C(CC)=C/CC,16789-51-8,5.738,0.8081,0.7921489758877428,low-fidelity RED
3-Ethyl-2-Pentene,CC/C(CC)=C\C,816-79-5,5.762,0.8152,0.8547660498639378,low-fidelity RED
"3,4-Dimethyl-Trans-3-Hexene",CC\C(C)=C(/C)CC,19550-88-0,5.777,0.713,0.7365459931328118,low-fidelity RED
"3,4-Dimethyl-Cis-3-Hexene",CC\C(C)=C(\C)CC,19550-87-9,5.777,0.713,0.7365459931328118,low-fidelity RED
"2,4-Dimethyl-Cis-3-Hexene",CC\C(C)=C/C(C)C,37549-89-6,6.2,1.051,0.6754628043053148,low-fidelity RED
"2,4-Dimethyl-Trans-3-Hexene",CC\C(C)=C\C(C)C,61847-78-7,6.2,1.051,0.6754628043053148,low-fidelity RED
"2,3-Dimethyl-Trans-3-Hexene",CC\C=C(/C)C(C)C,66225-30-7,6.129,1.061,0.6754628043053148,low-fidelity RED
4-Methyl-Trans-3-Heptene,CC\C=C(/C)CCC,13714-85-7,5.963,0.9606,0.8066132902450837,low-fidelity RED
(+)-Camphene,CC1([C@@H]2CC[C@@H](C2)C1=C)C,3/6/94 0:00,5.94,0.9633,0.8291561975888495,low-fidelity RED
(+)-β-Pinene,CC1([C@@H]2CCC(=C)[C@H]1C2)C,19902-08-0,5.814,1.073,0.8291561975888495,low-fidelity RED
(-)-Camphene,CC1([C@H]2CC[C@H](C2)C1=C)C,4/7/94 0:00,5.94,0.9633,0.8291561975888495,low-fidelity RED
"1,1-Dimethylcyclohexane",CC1(C)CCCCC1,590-66-9,5.502,0.9526,0.5511351921262149,low-fidelity RED
Laevo-β-Pinene,CC1(C2CCC1C(=C)C2)C,18172-67-3,5.864,1.034,0.8291561975888495,low-fidelity RED
"1,1,3-Trimethylcyclopentane",CC1(CC(C)CC1)C,4516-69-2,5.612,0.9973,0.4513867521316948,low-fidelity RED
1-Ethyl-1-Methylcyclopropane,CC1(CC)CC1,3778-43-1,5.52,1.026,0.5511351921262149,low-fidelity RED
Longifolene,CC1(CCC[C]2([C@@H]3C1C(C2=C)CC3)C)C,475-20-7,6.545,1.363,0.8547660498639378,low-fidelity RED
Sclarene,CC1(CCC[C]2([C@H]1CCC(=C)[C@@H]2CCC(=C)C=C)C)C,511-02-4,6.301,1.407,0.8385254915624203,low-fidelity RED
Longicyclene,CC1(CCCC2(C3C1C4C2(C4C3)C)C)C,1137-12-8,5.51,1.219,0.8507349763586782,low-fidelity RED
Delta-2-Carene,CC1=C[C@H]2[C@H](C2(C)C)CC1,4497-92-1,5.652,1.114,0.9829801625668748,low-fidelity RED
(+)-α-Pinene,CC1=CC[C@@H]2C[C@H]1C2(C)C,7785-70-8,6.024,1.13,0.9424038412485375,low-fidelity RED
(-)-α-Pinene,CC1=CC[C@H]2C[C@@H]1C2(C)C,7785-26-4,6.024,1.13,0.9424038412485375,low-fidelity RED
Delta-3-Carene,CC1=CCC2C(C1)C2(C)C,13466-78-9,5.807,1.191,0.9424038412485375,low-fidelity RED
α-Longipinene,CC1=CCC2C3C1C2(CCCC3(C)C)C,8/2/89 0:00,6.014,1.322,0.967600124018181,low-fidelity RED
Laevo-Menthyl Methyl Ether,CC1CCC(C(C1)OC)C(C)C,1565-76-0,5.897,1.263,0.9842509842514763,low-fidelity RED
Aromadendrene,CC1CCC2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C,489-39-4,5.538,1.286,0.7558108228915489,low-fidelity RED
β-Cedrene,CC1CCC2C13CCC(=C)C(C3)C2(C)C,546-28-1,6.405,1.295,0.9695359714832653,low-fidelity RED
Isomethyl Tetrahydroionyl Acetate,CC1CCCC(C1CC(C)C(C)OC(=O)C)(C)C,60241-55-6,7.386,1.187,0.9380831519646863,low-fidelity RED
2-Methyl-Trans-Decahydronaphthalene,CC1CCCC2C1CCCC2,4683-94-7,5.623,0.9983,0.9006941767325906,low-fidelity RED
"3,3,4-Trimethylheptane",CCC(C(C(CC)C)C)C,20278-87-9,5.716,0.8753,0.15411035007422388,low-fidelity RED
"3-Ethyl-2,2,4-Trimethylpentane",CCC(C(C)C)C(C)(C)C,52897-18-4,5.678,0.9614,0.10606601717798263,low-fidelity RED
"2,4-Dimethyl-3-Ethylpentane",CCC(C(C)C)C(C)C,1068-87-7,5.619,0.7338,0.03535533905932738,low-fidelity RED
"3-Ethyl-2,5-Dimethylhexane",CCC(C(C)C)CC(C)C,52897-04-8,5.494,0.8932,0.06123724356957931,low-fidelity RED
Hexaethylbenzene,CCC(C(CC)=C(CC)C(CC)=C1CC)=C1CC,604-88-6,6.226,0.8284,0.2669269563007829,low-fidelity RED
"3-Ethyl-2,3,4-Trimethylpentane",CCC(C)(C(C)C)C(C)C,52897-19-5,6.123,0.8954,0.03535533905932738,low-fidelity RED
"2,3,4,4-Tetramethylhexane",CCC(C)(C)C(C)C(C)C,52897-12-8,5.885,0.9629,0.06123724356957931,low-fidelity RED
"3,3,4-Trimethylhexane",CCC(C)(C)C(C)CC,16747-31-2,5.852,1.003,0.06123724356957931,low-fidelity RED
Conifer Acetate,CCC(C)(C)C1CCCCC1OC(=O)C,67874-72-0,7.195,1.263,0.9918417212438686,low-fidelity RED
"3,3,5-Trimethylheptane",CCC(C)(C)CC(C)CC,7154-80-5,5.778,0.8915,0.06123724356957931,low-fidelity RED
"2,5,5-Trimethylheptane",CCC(C)(C)CCC(C)C,1189-99-7,5.522,0.8417,0.03535533905932738,low-fidelity RED
"2,6,6-Trimethyloctane",CCC(C)(C)CCCC(C)C,54166-32-4,6.448,0.9219,0.06123724356957931,low-fidelity RED
"3,3-Dimethyloctane",CCC(C)(C)CCCCC,4110-44-5,5.75,0.9027,0.1060660171779818,low-fidelity RED
"2,3-Dimethyl-3-Ethylpentane",CCC(C)(CC)C(C)C,16747-33-4,5.759,0.8434,0.03535533905932738,low-fidelity RED
"4-Ethyl-2,4-Dimethylhexane",CCC(C)(CC)CC(C)C,52897-03-7,5.586,0.9028,0.06123724356957931,low-fidelity RED
Tetrahydrolinalyl Acetate,CCC(C)(CCCC(C)C)OC(=O)C,20780-48-7,6.857,1.082,0.942403841248538,low-fidelity RED
Isopentane,CCC(C)C,78-78-4,5.496,0.7485,0.5499999999999998,high-fidelity RED
Menthyl Isovalerate,CCC(C)C(=O)OC1CC(CCC1C(C)C)C,16409-46-4,7.458,1.309,0.995615387586994,low-fidelity RED
"2,3,3,4-Tetramethylhexane",CCC(C)C(C)(C)C(C)C,52897-10-6,5.692,0.9708,0.06123724356957931,low-fidelity RED
"3-Ethyl-3,4-Dimethylhexane",CCC(C)C(C)(CC)CC,52897-06-0,5.79,0.8292,0.1060660171779818,low-fidelity RED
"2,2,3,4-Tetramethylhexane",CCC(C)C(C)C(C)(C)C,52897-08-2,5.777,0.9156,0.06123724356957931,low-fidelity RED
"3,4,5-Trimethylheptane",CCC(C)C(C)C(C)CC,20278-89-1,5.716,0.8753,0.15411035007422388,low-fidelity RED
"3,4-Dimethylhexane",CCC(C)C(C)CC,583-48-2,5.87,0.808,0.06123724356957931,low-fidelity RED
"2,4,5-Trimethylheptane",CCC(C)C(C)CC(C)C,20278-84-6,5.761,0.8831,0.1060660171779818,low-fidelity RED
"3,4-Dimethylheptane",CCC(C)C(C)CCC,922-28-1,5.568,0.9265,0.15411035007422388,low-fidelity RED
"2,5,6-Trimethyloctane",CCC(C)C(C)CCC(C)C,62016-14-2,5.668,0.9552,0.15411035007422388,low-fidelity RED
"3-Ethyl-2,4-Dimethylhexane",CCC(C)C(CC)C(C)C,7220-26-0,5.682,0.8229,0.1060660171779818,low-fidelity RED
3-Ethyl-4-Methylhexane,CCC(C)C(CC)CC,3074-77-9,5.736,0.7482,0.1060660171779818,low-fidelity RED
Amber Acetate,CCC(C)C1CCCCC1(C=C)OC(=O)C,37172-02-4,7.318,1.301,0.9974968671630003,low-fidelity RED
"2,3,5-Trimethylheptane",CCC(C)CC(C)C(C)C,20278-85-7,5.619,0.7338,0.15411035007422388,low-fidelity RED
"3,5-Dimethylheptane",CCC(C)CC(C)CC,926-82-9,5.619,0.7338,0.1060660171779818,low-fidelity RED
3-Ethyl-5-Methylheptane,CCC(C)CC(CC)CC,52896-90-9,5.993,0.8152,0.15411035007422388,low-fidelity RED
3-Methylheptane,CCC(C)CCCC,589-81-1,5.888,0.9167,0.15411035007422388,low-fidelity RED
"2,2,6-Trimethyloctane",CCC(C)CCCC(C)(C)C,62016-28-8,6.7,0.9594,0.06123724356957931,low-fidelity RED
"3,7-Dimethylnonane",CCC(C)CCCC(C)CC,17302-32-8,5.962,0.9109,0.25248762345905196,low-fidelity RED
3-Methyloctane,CCC(C)CCCCC,2216-33-3,5.945,0.9282,0.20310096011589918,low-fidelity RED
2-Methylnonane,CCC(C)CCCCCC,4/6/11 0:00,5.891,0.9423,0.30207614933986415,low-fidelity RED
3-Methyldecane,CCC(C)CCCCCCC,13151-34-3,5.891,0.9423,0.30207614933986415,low-fidelity RED
3-Methyldodecane,CCC(C)CCCCCCCCC,17312-57-1,5.891,0.9423,0.4015594601052247,low-fidelity RED
"3,4,5-Trimethyl-3-Ethylheptane",CCC(CC)(C(C(CC)C)C)C,62198-78-1,6.085,0.9913,0.20310096011589918,low-fidelity RED
"4-Ethyl-3,3-Dimethylhexane",CCC(CC)C(C)(C)CC,52897-05-9,5.651,1.009,0.03535533905932738,low-fidelity RED
"4-Ethyl-2,3-Dimethylhexane",CCC(CC)C(C)C(C)C,52897-01-5,5.619,0.7338,0.1060660171779818,low-fidelity RED
"3,4-Diethylhexane",CCC(CC)C(CC)CC,19398-77-7,5.584,0.7296,0.15411035007422388,low-fidelity RED
3-Ethylpentane,CCC(CC)CC,617-78-7,5.958,0.8072,0.03535533905932738,low-fidelity RED
"4-Ethyl-2,2-Dimethylhexane",CCC(CC)CC(C)(C)C,52896-99-8,6.037,0.9623,0.06123724356957931,low-fidelity RED
"3,5-Diethylheptane",CCC(CC)CC(CC)CC,61869-02-1,5.958,0.8072,0.25248762345905196,low-fidelity RED
3-Ethylhexane,CCC(CC)CCC,619-99-8,5.606,0.8414,0.1060660171779818,low-fidelity RED
5-Ethyl-2-Methylheptane,CCC(CC)CCC(C)C,13475-78-0,5.804,0.8997,0.15411035007422388,low-fidelity RED
3-Ethylheptane,CCC(CC)CCCC,15869-80-4,6.136,0.7873,0.20310096011589918,low-fidelity RED
2-Methyl-6-Ethyloctane,CCC(CC)CCCC(C)C,62016-19-7,5.98,0.9127,0.20310096011589918,low-fidelity RED
3-Ethyloctane,CCC(CC)CCCCC,5881-17-4,6.192,0.8608,0.25248762345905196,low-fidelity RED
3-Methyl Nonane,CCC(CCCCCC)C,1463622,5.891,0.9423,0.30207614933986415,low-fidelity RED
3-Methyl-Trans-3-Heptene,CCC\C=C(/C)CC,22768-18-9,5.966,0.9726,0.8066132902450837,low-fidelity RED
"1,1-Diethylcyclohexane",CCC1(CC)CCCCC1,78-01-3,5.749,1.005,0.6509608283145764,low-fidelity RED
Ethylcyclohexane,CCC1CCCCC1,1678-91-7,5.605,0.8116,0.6509608283145764,low-fidelity RED
"3,4,4-Trimethylheptane",CCCC(C)(C)C(C)CC,20278-88-0,5.544,1.083,0.06123724356957931,low-fidelity RED
"2,4,4-Trimethylheptane",CCCC(C)(C)CC(C)C,4032-92-2,5.656,0.9437,0.03535533905932738,low-fidelity RED
"3-Ethyl-2,3-Dimethylhexane",CCCC(C)(CC)C(C)C,52897-00-4,5.579,0.9203,0.1060660171779818,low-fidelity RED
4-Methyloctane,CCCC(C)CCCC,2216-34-4,5.734,0.8564,0.25248762345905196,low-fidelity RED
4-Methylnonane,CCCC(C)CCCCC,17301-94-9,5.791,0.8579,0.30207614933986415,low-fidelity RED
"3,5-Diethyloctane",CCCC(CC)CC(CC)CC,62183-93-1,5.509,0.9013,0.25248762345905196,low-fidelity RED
4-Ethylheptane,CCCC(CC)CCC,2216-32-2,5.704,0.9045,0.15411035007422388,low-fidelity RED
2-Methyl-5-Ethyloctane,CCCC(CC)CCC(C)C,62016-18-6,5.584,0.9523,0.20310096011589918,low-fidelity RED
4-Ethyloctane,CCCC(CC)CCCC,15869-86-0,6.062,0.8966,0.25248762345905196,low-fidelity RED
Trans-2-Heptene,CCCC\C=C\C,14686-13-6,5.683,1.002,0.95818839483684,low-fidelity RED
"2,3,3-Trimethylheptane",CCCCC(C)(C)C(C)C,52896-93-2,6.464,0.9938,0.06123724356957931,low-fidelity RED
"3,4-Dimethyloctane",CCCCC(C)C(C)CC,15869-92-8,6.061,0.942,0.25248762345905196,low-fidelity RED
"4,5-Dimethylnonane",CCCCC(C)C(C)CCC,17302-23-7,5.635,0.9452,0.30207614933986415,low-fidelity RED
"2,2,4-Trimethyloctane",CCCCC(C)CC(C)(C)C,18932-14-4,5.951,0.9952,0.1060660171779818,low-fidelity RED
"2,4-Dimethyloctane",CCCCC(C)CC(C)C,4032-94-4,5.782,0.8339,0.20310096011589918,low-fidelity RED
"2,5-Dimethylnonane",CCCCC(C)CCC(C)C,17302-27-1,5.641,0.9577,0.25248762345905196,low-fidelity RED
5-Methylnonane,CCCCC(C)CCCC,15869-85-9,5.906,0.8304,0.30207614933986415,low-fidelity RED
"3,4-Diethyloctane",CCCCC(CC)C(CC)CC,62183-92-0,5.75,0.7924,0.30207614933986415,low-fidelity RED
Di-2-Ethylhexyl Amine,CCCCC(CC)CNCC(CC)CCCC,106-20-7,6.336,0.9973,0.8958236433584458,high-fidelity RED
4-Propyloctane,CCCCC(CCC)CCC,17302-13-5,5.672,0.8417,0.30207614933986415,low-fidelity RED
"2-Octene, (Z)-",CCCCC\C=C/C,4/8/42 0:00,5.874,0.959,0.9890020222426241,low-fidelity RED
Trans-2-Octene,CCCCC\C=C\C,13389-42-9,5.874,0.959,0.9890020222426241,low-fidelity RED
n-Butyl Cyclohexane,CCCCC1CCCCC1,1678-93-9,5.555,0.9413,0.6670832032063162,high-fidelity RED
5-Methyldecane,CCCCCC(C)CCCC,13151-35-4,6.014,0.8709,0.35178118198675684,low-fidelity RED
Hexanal Diisoamyl Acetal,CCCCCC(OCCC(C)C)OCCC(C)C,93892-09-2,5.685,0.9478,0.9669539802906858,low-fidelity RED
1-Heptene,CCCCCC=C,592-76-7,5.474,0.9122,0.7075485849042453,high-fidelity RED
Pentylcyclohexane,CCCCCC1CCCCC1,4292-92-6,5.572,0.8872,0.6509608283145764,low-fidelity RED
"2,3-Dimethylnonane",CCCCCCC(C)C(C)C,6/2/84 0:00,5.647,0.9094,0.25248762345905196,low-fidelity RED
3-Methylnonane,CCCCCCC(C)CC,4/6/11 0:00,5.891,0.9423,0.30207614933986415,low-fidelity RED
"2,4-Dimethyldecane",CCCCCCC(C)CC(C)C,2801-84-5,5.784,0.8279,0.30207614933986415,low-fidelity RED
4-Methyldecane,CCCCCCC(C)CCC,2847-72-5,5.737,0.8716,0.35178118198675684,low-fidelity RED
5-Methylundecane,CCCCCCC(C)CCCC,1632-70-8,5.959,0.886,0.4015594601052247,low-fidelity RED
Hexylcyclohexane,CCCCCCC1CCCCC1,4292-75-5,5.517,0.8841,0.6509608283145764,low-fidelity RED
"2,3-Dimethyldecane",CCCCCCCC(C)C(C)C,17312-44-6,5.647,0.9094,0.30207614933986415,low-fidelity RED
"2,4-Dimethylundecane",CCCCCCCC(C)CC(C)C,17312-80-0,5.784,0.8279,0.35178118198675684,low-fidelity RED
Cis-2-Undecene,CCCCCCCC\C=C/C,821-96-5,5.821,0.9439,0.9017344398435719,low-fidelity RED
Trans-2-Undecene,CCCCCCCC\C=C\C,693-61-8,5.821,0.9439,0.9017344398435719,low-fidelity RED
Heptylcyclohexane,CCCCCCCC1CCCCC1,5617-41-4,5.517,0.8841,0.6509608283145764,low-fidelity RED
"2,2-Dimethyldecane",CCCCCCCCC(C)(C)C,17302-37-3,5.526,0.7988,0.20310096011589918,low-fidelity RED
"2,3-Dimethylundecane",CCCCCCCCC(C)C(C)C,17312-77-5,5.647,0.9094,0.35178118198675684,low-fidelity RED
3-Methylundecane,CCCCCCCCC(C)CC,1002-43-3,5.891,0.9423,0.35178118198675684,low-fidelity RED
4-Methyl Dodecane,CCCCCCCCC(C)CCC,6117-97-1,5.737,0.8716,0.4015594601052247,low-fidelity RED
Octylcyclohexane,CCCCCCCCC1CCCCC1,1795-15-9,5.517,0.8841,0.6509608283145764,low-fidelity RED
"2,2-Dimethylundecane",CCCCCCCCCC(C)(C)C,17312-64-0,5.526,0.7988,0.25248762345905196,low-fidelity RED
1-Cyclohexylnonane,CCCCCCCCCC1CCCCC1,2/5/83 0:00,5.517,0.8841,0.6509608283145764,low-fidelity RED
3-Methyltridecane,CCCCCCCCCCC(C)CC,6418-41-3,5.891,0.9423,0.4015594601052247,low-fidelity RED
Decylcyclohexane,CCCCCCCCCCC1CCCCC1,1795-16-0,5.517,0.8841,0.6509608283145764,low-fidelity RED
3-Methyltetradecane,CCCCCCCCCCCC(C)CC,18435-22-8,5.891,0.9423,0.4513867521316948,low-fidelity RED
Undecylcyclohexane,CCCCCCCCCCCC1CCCCC1,54105-66-7,5.517,0.8841,0.6010407640085659,low-fidelity RED
3-Methylpentadecane,CCCCCCCCCCCCC(C)CC,2882-96-4,5.891,0.9423,0.4513867521316948,low-fidelity RED
Dodecylcyclohexane,CCCCCCCCCCCCC1CCCCC1,1795-17-1,5.517,0.8841,0.6509608283145764,low-fidelity RED
Isobutyl Myristate,CCCCCCCCCCCCCC(=O)OCC(C)C,25263-97-2,8.026,0.9725,0.9775607398008577,low-fidelity RED
2-Methyl Butyl Myristate,CCCCCCCCCCCCCC(=O)OCC(C)CC,93805-23-3,8.036,1.025,0.9300537618869137,low-fidelity RED
Isoamyl Myristate,CCCCCCCCCCCCCC(=O)OCCC(C)C,62488-24-8,7.702,0.9854,0.9650129532809392,low-fidelity RED
3-Methylhexadecane,CCCCCCCCCCCCCC(C)CC,6418-43-5,5.891,0.9423,0.4513867521316948,low-fidelity RED
Tridecylcyclohexane,CCCCCCCCCCCCCC1CCCCC1,6006-33-3,5.517,0.8841,0.6509608283145764,low-fidelity RED
3-Methylheptadecane,CCCCCCCCCCCCCCC(C)CC,6418-44-6,5.891,0.9423,0.5012484413940855,low-fidelity RED
Tetradecylcyclohexane,CCCCCCCCCCCCCCC1CCCCC1,1795-18-2,5.517,0.8841,0.6010407640085659,low-fidelity RED
Isobutyl Palmitate,CCCCCCCCCCCCCCCC(=O)OCC(C)C,110-34-9,8.026,0.9725,0.9437293044088437,low-fidelity RED
Isoamyl Palmitate,CCCCCCCCCCCCCCCC(=O)OCCC(C)C,81974-61-0,7.702,0.9854,0.9437293044088437,low-fidelity RED
3-Methyloctadecane,CCCCCCCCCCCCCCCC(C)CC,6561-44-0,5.891,0.9423,0.4513867521316948,low-fidelity RED
Pentadecylcyclohexane,CCCCCCCCCCCCCCCC1CCCCC1,6006-95-7,5.517,0.8841,0.6010407640085659,low-fidelity RED
3-Methylnonadecane,CCCCCCCCCCCCCCCCC(C)CC,6418-45-7,5.891,0.9423,0.5012484413940855,low-fidelity RED
Hexadecylbenzene,CCCCCCCCCCCCCCCCC1=CC=CC=C1,1459-09-2,6.257,0.8937,0.9334077351297233,low-fidelity RED
Isobutyl Stearate,CCCCCCCCCCCCCCCCCC(=O)OCC(C)C,646-13-9,8.026,0.9725,0.8724964183307574,low-fidelity RED
Methyl Tetracosanoate,CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC,2442-49-1,7.114,0.7566,0.914125264939111,low-fidelity RED
Tritriacontylamine,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCN,E16477,5.568,0.9102,0.7088723439378911,low-fidelity RED
Nonacosylamine,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCN,66213-93-2,5.568,0.9102,0.7533259586659681,low-fidelity RED
Tricosylamine,CCCCCCCCCCCCCCCCCCCCCCCN,14130-07-5,5.568,0.9102,0.8905756565278438,low-fidelity RED
Hexadecyl Propanoate,CCCCCCCCCCCCCCCCOC(CC)=O,6221-96-1,6.316,0.8877,0.9905806378079475,low-fidelity RED
Dioctyl Ether,CCCCCCCCOCCCCCCCC,629-82-3,5.855,0.7897,0.8533024082938007,low-fidelity RED
Diethylisopropylamine,CCN(CC)C(C)C,6006-15-1,5.565,1.008,0.7636262174650631,low-fidelity RED
Marine Hexane,CCO[C@@H]1CC[C@@H](CC1)C(C)(C)CC,181258-87-7,5.494,1.209,0.939747306460625,low-fidelity RED
Ethyl Linalyl Ether,CCOC(C)(CCC=C(C)C)C=C,72845-33-1,6.193,1.14,0.9020809276334356,low-fidelity RED
Acetal 318,CCOC(C)OC(C)(CCCC(C)C)C=C,84029-93-6,6.56,1.133,0.7889866919029749,low-fidelity RED
Woody Nonane,CCOC1(CCC2C(=C)C1CCC2(C)C)C,68845-00-1,6.248,1.42,0.9581883948368402,low-fidelity RED
Dihydrocitronellyl Ethyl Ether,CCOCCC(C)CCCC(C)C,22810-10-2,5.61,0.9401,0.9168560410446124,low-fidelity RED
2-Chloro-1-Pentene,ClC(=C)CCC,42131-85-1,5.538,0.9165,0.9154916711800275,low-fidelity RED
Dimethyl-sec-Butylamine,CN(C)C(C)CC,921-04-0,5.495,0.9458,0.8215838362577492,low-fidelity RED
"1,2,2-Trifluorovinylbenzene",FC(=C(F)c1ccccc1)F,447-14-3,5.998,0.938,0.8810505093353052,low-fidelity RED
Eicosylamine,NCCCCCCCCCCCCCCCCCCCC,10525-37-8,5.568,0.9102,0.9130991183874836,low-fidelity RED
Tripentyl Borate,O(B(OCCCCC)OCCCCC)CCCCC,621-78-3,5.695,0.7419,0.7382411530116698,low-fidelity RED
Diisobutyl Ether,O(CC(C)C)CC(C)C,628-55-7,5.928,0.8925,0.921276288634414,low-fidelity RED
Dinonyl Ether,O(CCCCCCCCC)CCCCCCCCC,2456-27-1,5.855,0.7897,0.8806957476904269,low-fidelity RED
Didecyl Ether,O(CCCCCCCCCC)CCCCCCCCCC,2456-28-2,5.855,0.7897,0.8660254037844386,low-fidelity RED
Tristearin ,O=C(CCCCCCCCCCCCCCCCC)OCC(COC(CCCCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCCCC)=O,555-43-1,8.454,1.036,0.9100137361600641,low-fidelity RED
Tetrahydromyrcenyl Acetate,O=C(OC(CCCC(CC)C)(C)C)C,68480-08-0,7.179,1.16,0.9532837982468808,low-fidelity RED
Tripalmitin,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)CCCCCCCCCCCCCCC,542-44-9,8.454,1.036,0.9953014618697185,low-fidelity RED
Amyl Stearate,O=C(OCCCCC)CCCCCCCCCCCCCCCCC,6382-13-4,7.62,0.9126,0.9762812094883322,low-fidelity RED
Diisodecyl Adipate,O=C(OCCCCCCCC(C)C)CCCCC(=O)OCCCCCCCC(C)C,142-53-0,7.81,1.073,0.9775607398008577,low-fidelity RED
Myristyl_Myristate,O=C(OCCCCCCCCCCCCCC)CCCCCCCCCCCCC,3234-85-3,7.62,0.9126,0.8477912478906584,low-fidelity RED
Cetyl Methacrylate,O=C(OCCCCCCCCCCCCCCCC)C(=C)C,2495-27-4,6.748,1.018,0.9463746615373849,low-fidelity RED
Palmityl Behenate,O=C(OCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCCCCC,42233-11-4 ,7.62,0.9126,0.7110731326663944,low-fidelity RED
Eicosyl Acetate,O=C(OCCCCCCCCCCCCCCCCCCCC)C,822-24-2,7.192,0.6925,0.9300537618869137,low-fidelity RED
Behenyl_Behenate,O=C(OCCCCCCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCCCCC,17671-27-1,7.62,0.9126,0.7228416147400485,low-fidelity RED
Trioctylphosphine,P(CCCCCCCC)(CCCCCCCC)CCCCCCCC,4731-53-7,5.71,0.9249,0.4616546328154846,low-fidelity RED
