Name,solvent_SMILES,CAS,G-score prediction,G-score prediction uncertainty,Relative Energy Difference (RED),Source
"3,3',5,5' Tetramethyl Bibenzyl",C1=C(C)C=C(C)C=C1CCC2=CC(=CC(=C2)C)C,63376-64-7,6.596,0.8703,0.7215434844830905,low-fidelity RED
"Phenol, 2,2 -Methylenebis[6-(1,1-Dimethylethyl)-4-Methyl-",C1=C(C=C(C(C)(C)C)C(=C1CC2=C(O)C(=CC(=C2)C)C(C)(C)C)O)C,119-47-1,6.862,1.195,0.9813893213195258,low-fidelity RED
2-Tert-Butylnaphthalene,C1=C(C=CC2=C1C=CC=C2)C(C)(C)C,2876-35-9,6.823,1.018,0.5315072906367322,low-fidelity RED
2-Isopropylnaphthalene,C1=C(C=CC2=C1C=CC=C2)C(C)C,2027-17-0,6.743,1.035,0.678232998312527,low-fidelity RED
"1,2,3,5-Tetraethylbenzene",C1=C(CC)C(=C(C=C1CC)CC)CC,38842-05-6,6.839,1.198,0.7318640584152217,low-fidelity RED
Cyclooctene,C1=C/CCCCCC/1,931-88-4,5.253,0.9285,0.9893179468704689,low-fidelity RED
"1-Ethenyl-2,4-Dimethylbenzene",C1=CC(=CC(=C1C=C)C)C,2234-20-0,5.946,1.024,0.8280247580839593,low-fidelity RED
p-Tert-Butyl Ethylbenzene,C1=CC(=CC=C1C(C)(C)C)CC,7364-19-4,6.611,1.113,0.9293815147720549,low-fidelity RED
(2-Methyl-1-Propenyl)Benzene,C1=CC=C(C=C(C)C)C=C1,768-49-0,6.216,0.9737,0.680073525436772,low-fidelity RED
Diphenyldichlorosilane,C1=CC=C(C=C1)[Si](C2=CC=CC=C2)(Cl)Cl,28036,5.69,0.921,0.75083287088406,low-fidelity RED
"Benzene, 1,1,1-(Chloromethylidyne)Tris-",C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)Cl,76-83-5,4.813,0.8816,0.7115124735378855,low-fidelity RED
"1,1,2,2-Tetraphenylethane",C1=CC=C(C=C1)C(C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,632-50-8,6.018,0.8008,0.361420807370024,low-fidelity RED
Cinnamyl Cinnamate,C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2,122-69-0,7.351,1.201,0.9320675941153626,low-fidelity RED
Cinnamyl Phenyl Acetate,C1=CC=C(C=C1)CC(=O)OC\C=C\C2=CC=CC=C2,7492-65-1,7.545,1.304,0.975,low-fidelity RED
3-Phenyl Propyl Cinnamate,C1=CC=C(C=C1)CCCOC(=O)C=CC2=CC=CC=C2,122-68-9,8.293,1.2,0.8325412902673355,low-fidelity RED
Phenyl Propyl Phenyl Acetate,C1=CC=C(C=C1)CCCOC(=O)CC2=CC=CC=C2,122-44-1,8.308,1.148,0.8792752697534485,low-fidelity RED
3-Phenyl Propyl 3-Phenyl Propionate,C1=CC=C(C=C1)CCCOC(=O)CCC2=CC=CC=C2,60045-27-4,8.768,1.05,0.8562271894771853,low-fidelity RED
Phenethyl Cinnamate,C1=CC=C(C=C1)CCOC(=O)\C=C\C2=CC=CC=C2,103-53-7,7.657,1.156,0.9585144756340407,low-fidelity RED
1-Methyl-2-(1-Methylethenyl)Benzene,C1=CC=CC(=C1C(=C)C)C,7399-49-7,6.375,1.032,0.7115124735378845,low-fidelity RED
"2,3-Dimethyl-2,3-Diphenylbutane",C1=CC=CC=C1C(C(C2=CC=CC=C2)(C)C)(C)C,1889-67-4,5.963,0.8821,0.6805328794408086,low-fidelity RED
"1,1-Diphenylheptane",C1=CC=CC=C1C(C2=CC=CC=C2)CCCCCC,1530-05-8,6.554,1.074,0.505593710403916,low-fidelity RED
Hexylbenzene,C1=CC=CC=C1CCCCCC,1077-16-3,6.257,0.8937,0.7830229881682901,low-fidelity RED
Octadecylbenzene,C1=CC=CC=C1CCCCCCCCCCCCCCCCCC,7/2/45 0:00,6.257,0.8937,0.9791578013783062,low-fidelity RED
Propyl Phenyl Sulfide,C1=CC=CC=C1SCCC,874-79-3,5.7,0.8731,0.9276987657639736,low-fidelity RED
Cyclopropene,C1=CC1,2781-85-3,5.023,0.8456,0.8485281374238568,high-fidelity RED
Dehydroabietine,C1=CC2=C(C=C1C(C)C)CCC3C2(CCCC3C)C,5323-56-8,5.937,1.378,0.6289872812704553,low-fidelity RED
Cyclopentadiene,C1=CCC=C1,542-92-7,5.16,0.9692,0.845946215784431,high-fidelity RED
Cyclohexene,C1=CCCCC1,110-83-8,5.049,0.912,0.6499999999999997,high-fidelity RED
Cis-Cyclooctene,C1=CCCCCCC1,931-87-3,5.253,0.9285,0.9893179468704689,low-fidelity RED
"1,4-Dihydronaphthalene",C12=C(C=CC=C2)CC=CC1,612-17-9,6.335,0.8064,0.9165151389911683,low-fidelity RED
Acenaphthene,C12=CC=CC(CC3)=C1C3=CC=C2,83-32-9,6.564,0.9161,0.9685685313905267,low-fidelity RED
Tetrahydronaphthalene,C12=CC=CC=C1CCCC2,119-64-2,6.314,0.8354,0.8127884103504439,high-fidelity RED
"Naphthalene, Tris(1-Methylethyl)-",c12c(cccc1c(cc(c2)C(C)C)C(C)C)C(C)C,35860-37-8,6.119,1.177,0.6543126164151201,low-fidelity RED
"2,5-Nobonadiene",C12C=CC(C2)C=C1,121-46-0,5.403,0.9413,0.9953014618697188,low-fidelity RED
"2,7-Diisopropyl Naphthalene",c12cc(ccc1ccc(c2)C(C)C)C(C)C,40458-98-8,6.45,0.9819,0.3840572873934301,low-fidelity RED
Methylnorbornene,C12CCC(C1)C=C2C,694-92-8,6.0,1.023,0.8810505093353046,low-fidelity RED
2-Norbornene,C12CCC(C2)C=C1,498-66-8,5.37,1.012,0.919918474648705,low-fidelity RED
"1,2,4-Trimethyl-5-Ethylbenzene",c1c(c(cc(c1CC)C)C)C,17851-27-3,6.594,1.077,0.5640257086339239,low-fidelity RED
"1,3,5-Tributylbenzene",c1c(cc(cc1CCCC)CCCC)CCCC,841-07-6,6.049,0.9535,0.8721381771256204,low-fidelity RED
"Benzene, 1,4-Dimethyl-2-(1-Phenylethyl)-",c1c(ccc(c1C(c2ccccc2)C)C)C,6165-51-1,5.949,1.221,0.5408326913195983,low-fidelity RED
"1,3-Dimethyl-4-Propylbenzene",c1c(ccc(c1C)C)CCC,61827-85-8,6.179,1.029,0.7454025757937782,low-fidelity RED
"Benzene, Methylbis(Phenylmethyl)-",c1c(cccc1)Cc2c(cccc2Cc3ccccc3)C,26898-17-9,6.222,1.169,0.6254998001598405,low-fidelity RED
Dicyclohexylmethane,C1C(CCCC1)CC2CCCCC2,3178-23-2,5.892,0.877,0.8881159834165805,low-fidelity RED
"Cyclohexane, 1,1'-(1,2-Ethanediyl)Bis-",C1C(CCCC1)CCC2CCCCC2,3321-50-4,5.433,0.8573,0.8881159834165805,low-fidelity RED
Spiropentane,C1C2(CC2)C1,157-40-4,5.189,0.8009,0.562361093960099,low-fidelity RED
Aldrin,C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl,309-00-2,5.551,0.9906,0.7673004626611409,low-fidelity RED
"1,1,3,3,5-Pentamethylindan    (Liquid)",c1cc(cc2c1C(CC2(C)C)(C)C)C,81-03-8,6.005,1.154,0.7314369419163884,low-fidelity RED
4-Isobutylstyrene,c1cc(ccc1CC(C)C)\C=C,63444-56-4,6.645,1.201,0.8003905296791058,low-fidelity RED
"1,1'-Biphenyl, 4-Pentyl-",c1cc(ccc1CCCCC)c2ccccc2,7116-96-3,6.357,0.9525,0.5390964663211956,low-fidelity RED
2-Phenyl Propyl Tetrahydrofuran,C1CC(OC1)CCCC2=CC=CC=C2,3208-40-0,5.723,1.1,0.9905806378079469,low-fidelity RED
Cyclopropane,C1CC1,75-19-4,5.364,0.6825,0.7433034373659245,high-fidelity RED
Cyclohexyl Cinnamate,C1CCC(CC1)OC(=O)C=CC2=CC=CC=C2,7779-17-1,7.535,1.302,0.9688911187538048,low-fidelity RED
Hyacinth Ether,C1CCC(CC1)OCCC2=CC=CC=C2,80858-47-5,6.696,1.147,0.8989577298182595,low-fidelity RED
1-Ethyl-3-Propylbenzene,c1ccc(cc1CCC)CC,20024-91-3,6.19,1.062,0.7249999999999996,low-fidelity RED
Dicyclohexyl Sulfide,C1CCC(SC2CCCCC2)CC1,7133-46-2,5.313,0.9417,0.6509608283145767,low-fidelity RED
"1,2,3,4-Tetrahydro-1,4-Dimethyl Naphthalene",c1ccc2c(c1)C(CCC2C)C,4175-54-6,6.13,0.947,0.5640257086339233,low-fidelity RED
Diisopropylbenzene (Mixture),c1cccc(c1C(C)C)C(C)C,25321-09-9,6.32,0.9633,0.8810505093353038,low-fidelity RED
Isopropylnaphthalene,c1cccc2cccc(c12)C(C)C,29253-36-9,7.064,1.085,0.678232998312527,low-fidelity RED
Nonylnaphthalene,c1cccc2cccc(c12)CCCCCCCCC,27193-93-7,6.78,1.098,0.6051859218455097,low-fidelity RED
Cyclohexane,C1CCCCC1,110-82-7,5.364,0.6825,0.9178779875342901,high-fidelity RED
"1,1-Dicyclohexylethane",C1CCCCC1C(C)C2CCCCC2,2319-61-1,5.859,0.8734,0.9307255234493134,low-fidelity RED
Phencyclidine,c1ccccc1C3(N2CCCCC2)CCCCC3,77-10-1,5.997,1.152,0.5556527692723213,low-fidelity RED
Cycloheptane,C1CCCCCC1,291-64-5,5.364,0.6825,0.7386643351347066,high-fidelity RED
Amber Pentadecane,C1CCCCCC2COCC2CCCC1,42824-62-4,6.491,0.9211,0.903119593409421,low-fidelity RED
Normuscone,C1CCCCCCCC(=O)CCCCCC1,502-72-7,7.224,0.7114,0.9239859306288162,low-fidelity RED
Cyclohexadecanone,C1CCCCCCCC(=O)CCCCCCC1,2550-52-9,7.224,0.7114,0.9344115795515379,low-fidelity RED
Cyclononane,C1CCCCCCCC1,293-55-0,5.364,0.6825,0.9740379869389075,low-fidelity RED
Dihydrocivetone,C1CCCCCCCCC(=O)CCCCCCC1,3661-77-6,7.224,0.7114,0.9559027147152577,low-fidelity RED
Cyclodecane,C1CCCCCCCCC1,293-96-9,5.364,0.6825,0.9307255234493134,low-fidelity RED
Cycloundecane,C1CCCCCCCCCC1,294-41-7,5.364,0.6825,0.9307255234493134,low-fidelity RED
Cyclotridecane,C1CCCCCCCCCCCC1,295-02-3,5.364,0.6825,0.9307255234493134,low-fidelity RED
Cyclotetradecane,C1CCCCCCCCCCCCC1,295-17-0,5.364,0.6825,0.8881159834165805,low-fidelity RED
Cyclopentadecane,C1CCCCCCCCCCCCCC1,295-48-7,5.364,0.6825,0.8881159834165805,low-fidelity RED
Cyclohexadecane,C1CCCCCCCCCCCCCCC1,295-65-8,5.364,0.6825,0.9307255234493134,low-fidelity RED
Cycloheptadecane,C1CCCCCCCCCCCCCCCC1,295-97-6,5.364,0.6825,0.8881159834165805,low-fidelity RED
Thiacycloundecane,C1CCCCCCCSCC1,408-32-2,5.315,0.7601,0.8385254915624207,low-fidelity RED
"3,3',4,4' Tetramethyl 1,1'-Biphenyl",c2(c1cc(c(cc1)C)C)ccc(c(c2)C)C,4920-95-0,5.944,0.9486,0.7582875444051551,low-fidelity RED
Diethylbiphenyl,c2(c1ccccc1CC)ccccc2CC,28575-17-9,6.641,0.9016,0.5105144464165534,low-fidelity RED
Bicyclohexyl,C2(CCCCC2)C1CCCCC1,92-51-3,5.497,0.7731,0.8602325267042621,high-fidelity RED
Dicyclohexylamine,C2(CCCCC2)NC1CCCCC1,101-83-7,5.747,0.9507,0.8663861725581726,low-fidelity RED
"1,4-Dimethyl-2-Phenyl Benzene",c2c(c1cc(ccc1C)C)cccc2,E14198,5.803,0.9994,0.7115124735378856,low-fidelity RED
"Benzenamine, Ar-Octyl-n-(Octylphenyl)-",c2c(Nc1ccc(cc1)CCCCCCCC)ccc(c2)CCCCCCCC,26603-23-6,6.503,1.085,0.8143248737451164,low-fidelity RED
"2-Methyl-[1,2,3,4-Tetrahydronaphthalene]",C2C1=C(C=CC=C1)CCC2C,3877-19-8,6.005,1.009,0.6329494450586081,low-fidelity RED
"Naphthalene, Bis(1-Methylethyl)-",c2c1ccccc1c(c(c2)C(C)C)C(C)C,38640-62-9,7.037,1.028,0.3840572873934301,low-fidelity RED
"2,3,6,7-Tetramethylanthracene",c3(c(cc2cc1cc(c(cc1cc2c3)C)C)C)C,15254-25-8,6.262,0.9094,0.6046693311223912,low-fidelity RED
9-Ethylphenanthrene,C3=CC=C2C1=CC=CC=C1C=C(CC)C2=C3,3674-75-7,7.137,1.19,0.7075485849042461,low-fidelity RED
Isopropyl Hydrophenanthrene (Fichtelite),C3C[C@@H]([C@@H]2CC[C@@H]1[C@H](CC[C@H](C(C)C)C1)[C]2(C)C3)C,2221-95-6,5.851,1.339,0.8881159834165805,low-fidelity RED
Stigmasterol,C4(C3(C(C2C(C1(CCC(CC1=CC2)O)C)CC3)CC4)C)C(\C=C/C(CC)C(C)C)C,83-48-7,7.768,1.649,0.7826237921249264,low-fidelity RED
β-Selinene,CC(=C)[C@H]1CC[C]2(CCCC(=C)[C@H]2C1)C,17066-67-0,5.901,1.324,0.9407443861113386,low-fidelity RED
γ-Selinene,CC(=C1CCC2(CCCC(=C)C2C1)C)C,515-17-3,6.494,1.297,0.8200609733428357,low-fidelity RED
Farnesene,CC(=CCC/C(=C/C\C=C(/C)\C=C)/C)C,502-61-4,6.617,1.256,0.9669539802906855,low-fidelity RED
Lycopene,CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/CCC=C(C)C)/C)/C)/C)C,502-65-8,7.122,1.28,0.8536685539481934,low-fidelity RED
Geranyl Farnesol,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CO)/C)/C)/C)/C)C,79577-58-5,6.911,1.061,0.9902651160169175,low-fidelity RED
Nerolidyl Acetate,CC(=CCC/C(=C/CCC(C)(C=C)OC(=O)C)/C)C,2306-78-7,7.072,1.159,0.9407443861113386,low-fidelity RED
Phenyl Acetaldehyde Digeranyl Acetal,CC(=CCC/C(=C/COC(CC1=CC=CC=C1)OC\C=C(/C)\CCC=C(C)C)/C)C,67634-02-0,7.836,1.255,0.8835298523536144,low-fidelity RED
(±)-Nerolidyl Acetate,CC(=CCC/C(=C\CC[C](C)(C=C)OC(=O)C)/C)C,56001-43-5,7.072,1.159,0.9407443861113386,low-fidelity RED
Squalene,CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C,7683-64-9,6.685,1.021,0.7850159234053785,low-fidelity RED
Geranyl Phenyl Acetate,CC(=CCCC(=CCOC(=O)CC1=CC=CC=C1)C)C,71648-43-6,8.177,1.274,0.9572094859538323,low-fidelity RED
Linalyl Cinnamate,CC(=CCCC(C)(C=C)OC(=O)\C=C\C1=CC=CC=C1)C,78-37-5,7.427,1.193,0.6566962768281849,low-fidelity RED
Linalyl Benzoate,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1)C,126-64-7,7.126,1.183,0.8933784192602812,low-fidelity RED
Linalyl Phenyl Acetate,CC(=CCCC(C)(C=C)OC(=O)CC1=CC=CC=C1)C,7143-69-3,7.705,1.262,0.7566372975210776,low-fidelity RED
(E)-β-Bergamotene,CC(=CCCC1([C@H]2CCC(=C)[C@@H]1C2)C)C,55123-21-2,7.119,1.321,0.8746427842267941,low-fidelity RED
α-Santalene,CC(=CCCC1(C2CC3C1(C3C2)C)C)C,512-61-8,6.541,1.07,0.8645808232895291,low-fidelity RED
Bergamotene,CC(=CCCC1(C2CCC(=C)C1C2)C)C,6895-56-3,7.119,1.321,0.8746427842267941,low-fidelity RED
β-Santalene,CC(=CCCC1(C2CCC(C2)C1=C)C)C,511-59-1,7.362,1.305,0.8746427842267941,low-fidelity RED
Musk Dimethyl Indane,CC(=O)C1=CC(=CC2=C1CCC2(C)C)C(C)(C)C,13171-00-1,6.461,1.331,0.8573214099741117,low-fidelity RED
Rose Acetate,CC(=O)OC(C1=CC=CC=C1)C(Cl)(Cl)Cl,90-17-5,6.327,1.128,0.8474225628339146,low-fidelity RED
β-Caryophyllene Alcohol Acetate,CC(=O)OC12CCCC(C1)(CCC3C2CC3(C)C)C,57082-24-3,6.527,1.27,0.9045026257562769,low-fidelity RED
Santalyl Acetate,CC(=O)OCC(C)=CCCC2(C)C(=C)C1CC2CC1,1323-00-8,8.076,1.356,0.9513148795220214,low-fidelity RED
Acetoxymethyl Isolongifolene,CC(=O)OCC1CCC(C23C14C2CC(C3)C4(C)C)(C)C,59056-62-1,6.612,1.29,0.9003471552684553,low-fidelity RED
"1,2,3,5-Tetramethylbenzene",CC(C(C)=CC(C)=C1)=C1C,527-53-7,6.409,0.9618,0.4077376607575026,high-fidelity RED
Pentamethylbenzene,CC(C(C)=CC(C)=C1C)=C1C,700-12-9,6.005,0.9821,0.3132491021535407,low-fidelity RED
"1,2,3-Trimethylbenzene",CC(C(C)=CC=C1)=C1C,526-73-8,5.934,1.016,0.8147085368400162,low-fidelity RED
"1,2,3,4-Tetramethylbenzene",CC(C(C)=CC=C1C)=C1C,488-23-3,5.98,0.9403,0.44300112866673425,high-fidelity RED
o-Cymene,CC(C(C=CC=C1)=C1C)C,527-84-4,6.095,1.031,0.7267220926874308,low-fidelity RED
2-Methyl-3-Ethylnaphthalene,CC(C(CC)=C2)=CC1=C2C=CC=C1,31032-94-7,7.186,1.086,0.5361902647381805,low-fidelity RED
1-Methyl-2-Tert-Butyl Benzene,CC(C)(C(C=CC=C1)=C1C)C,1074-92-6,5.823,0.9095,0.8692669325356845,low-fidelity RED
Terfenadine,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,50679-08-8,8.035,1.523,0.877852493303972,low-fidelity RED
"1-Phenyl-2,2-Dimethylpropane",CC(C)(C)CC1=CC=CC=C1,1007-26-7,6.406,0.959,0.9890020222426235,low-fidelity RED
1-Methyl-3-Tert-Butylbenzene,CC(C)(C1=CC(C)=CC=C1)C,1075-38-3,6.163,0.9795,0.9082951062292471,low-fidelity RED
1-Methyl-4-Tert-Butylbenzene,CC(C)(C1=CC=C(C)C=C1)C,98-51-1,6.149,0.9084,0.8620469824783334,low-fidelity RED
Tert-Butylbenzene,CC(C)(C1=CC=CC=C1)C,98-06-6,6.026,0.8824,0.9965565713997367,low-fidelity RED
2-Phenyl-2-Methylbutane,CC(C)(C1=CC=CC=C1)CC,2049-95-8,6.337,0.987,0.9499999999999986,low-fidelity RED
α-Cadinene,CC(C)[C@@H]1C\C=C(\C)[C@@H]2CCC(\C)=C/[C@@H]12,24406-05-1,5.697,1.209,0.8444672877027258,low-fidelity RED
(-)-α-Muurolene,CC(C)[C@@H]1C\C=C(\C)[C@H]2CCC(\C)=C/[C@@H]12,10208-80-7,5.697,1.209,0.8444672877027258,low-fidelity RED
Sativene,CC(C)[C@@H]1CC[C]2([C@H]3[C@@H]1[C@@H](C2=C)CC3)C,3650-28-0,6.626,1.377,0.9082951062292471,low-fidelity RED
β-Copaene,CC(C)[C@@H]1CC[C]2(C3C1[C@H]2C(=C)CC3)C,18252-44-3,6.398,1.247,0.9082951062292471,low-fidelity RED
γ-Amorphene,CC(C)[C@@H]1CCC(=C)[C@@H]2CCC(\C)=C/[C@H]12,6980-46-7,6.044,1.118,0.8849435010213925,low-fidelity RED
Nerolidyl Isobutyrate,CC(C)C(=O)OC(C)(CC\C=C(/C)\CCC=C(C)C)C=C,2639-68-1,7.631,1.281,0.9836157786452995,low-fidelity RED
Totarol,CC(C)C1=C(C=CC2=C1CC[C@@H]3[C]2(CCCC3(C)C)C)O,511-15-9,6.539,1.386,0.7386643351347074,low-fidelity RED
m-Diisopropylbenzene,CC(C)C1=CC(C(C)C)=CC=C1,99-62-7,6.117,0.9431,0.8821139382188666,low-fidelity RED
"1,2-Dimethyl-4-Isopropylbenzene",CC(C)C1=CC(C)=C(C)C=C1,4132-77-8,6.082,1.082,0.7814249804043885,low-fidelity RED
"1,3-Dimethyl-5-Isopropylbenzene",CC(C)C1=CC(C)=CC(C)=C1,4706-90-5,6.361,0.854,0.7814249804043885,low-fidelity RED
p-Chlorocumene,CC(C)C1=CC=C(Cl)C=C1,2621-46-7,5.604,0.9273,0.8143248737451164,low-fidelity RED
Isopropyl Benzene (Cumene),CC(C)C1=CC=CC=C1,98-82-8,5.888,0.7438,0.39051248379533215,high-fidelity RED
"1,2-Diisopropylbenzene",CC(C)C1=CC=CC=C1C(C)C,577-55-9,6.32,0.9633,0.8810505093353038,low-fidelity RED
Abietatriene,CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2)(C)C)C,19407-28-4,6.0,1.448,0.6562202374203344,low-fidelity RED
Abietal,CC(C)C1=CC2=CC[C@H]3[C](CCC[C]3([C@H]2CC1)C)(C)C=O,6704-50-3,5.963,1.376,0.9701803955966122,low-fidelity RED
Sabinene,CC(C)C12CCC(=C)C1C2,3387-41-5,6.044,1.084,0.9762812094883304,low-fidelity RED
Woody Carboxylate,CC(C)C12CCC(C=C1)(C(C2)C(=O)OC)C,68966-86-9,6.647,1.286,0.9246621004453458,low-fidelity RED
β-Bourbonene,CC(C)C1CCC2(C1C3C2CCC3=C)C,5208-59-3,5.811,1.249,0.9082951062292471,low-fidelity RED
Cyclosativene,CC(C)C1CCC2(C3C1C4C2(C4C3)C)C,22469-52-9,5.271,1.321,0.9740379869389075,low-fidelity RED
α-Amyl Cinnamyl Isovalerate,CC(C)CC(=O)OCC(=Cc1ccccc1)CCCCC,7493-80-3,7.437,1.158,0.9893179468704689,low-fidelity RED
Isobutylbenzene,CC(C)CC1=CC=CC=C1,538-93-2,6.326,1.013,0.8097067370350818,low-fidelity RED
1-Phenyl-3-Methylbutane,CC(C)CCC1=CC=CC=C1,2049-94-7,6.373,0.8461,0.8558621384311845,low-fidelity RED
"1,2,4,5-Tetramethylbenzene",CC(C=C(C)C(C)=C1)=C1C,95-93-2,5.902,0.8683,0.462331050222673,low-fidelity RED
"4,4'-Dimethylbiphenyl",CC(C=C2)=CC=C2C1=CC=C(C)C=C1,613-33-2,5.859,0.7046,0.8891709621889375,low-fidelity RED
4-Methylbiphenyl,CC(C=C2)=CC=C2C1=CC=CC=C1,644-08-6,5.685,0.7423,0.7968688725254621,low-fidelity RED
"2,7-Dimethylnaphthalene",CC(C=C2)=CC1=C2C=CC(C)=C1,582-16-1,6.211,0.9291,0.792543374207368,low-fidelity RED
m-Cymene,CC(C1=CC(C)=CC=C1)C,535-77-3,6.265,0.9352,0.7318640584152221,low-fidelity RED
p-Diisopropylbenzene,CC(C1=CC=C(C(C)C)C=C1)C,100-18-5,6.048,0.797,0.8634958019585272,low-fidelity RED
p-Cymene,CC(C1=CC=C(C)C=C1)C,99-87-6,5.907,0.7521,0.7685213074469699,low-fidelity RED
"2,2-Diphenylpropane",CC(C1=CC=CC=C1)(C2=CC=CC=C2)C,778-22-3,5.921,0.8154,0.42499999999999927,low-fidelity RED
a-Methyl Styrene,CC(C1=CC=CC=C1)=C,98-83-9,6.158,0.9895,0.6103277807866851,high-fidelity RED
2-Phenyl-3-Methylbutane,CC(C1=CC=CC=C1)C(C)C,4481-30-5,6.09,0.8995,0.8634958019585262,low-fidelity RED
2-Phenylpentane,CC(C1=CC=CC=C1)CCC,2719-52-0,6.2,0.9094,0.7862092596758187,low-fidelity RED
2-Methylindene,CC(C2)=CC1=C2C=CC=C1,2177-47-1,6.919,1.005,0.8455767262643884,low-fidelity RED
"1,1-Diphenylethane",CC(C2=CC=CC=C2)C1=CC=CC=C1,612-00-0,6.078,0.8574,0.4499999999999999,low-fidelity RED
"1,2-Diphenylpropane",CC(C2=CC=CC=C2)CC1=CC=CC=C1,5814-85-7,6.423,1.0,0.47169905660282974,low-fidelity RED
sec-Butylbenzene,CC(CC)C1=CC=CC=C1,135-98-8,5.97,0.914,0.7733854149129002,low-fidelity RED
Citronellyl Cinnamate,CC(CCC=C(C)C)CCOC(=O)\C=C\C1=CC=CC=C1,10482-79-8,8.073,1.287,0.8849435010213929,low-fidelity RED
Citronellyl Phenyl Acetate,CC(CCC=C(C)C)CCOC(=O)CC1=CC=CC=C1,139-70-8,8.209,1.301,0.9724325169388359,low-fidelity RED
Santalyl Phenyl Acetate,CC(COC(=O)Cc1ccccc1)=CCCC3(C)C(=C)C2CC3CC2,1323-75-7,8.024,1.525,0.7749999999999996,low-fidelity RED
2-Iodobutane,CC(I)CC,513-48-4,5.564,0.8697,0.9978101021737548,low-fidelity RED
2-Iodooctane,CC(I)CCCCCC,557-36-8,5.829,0.8486,0.9633924433998846,low-fidelity RED
2-Propenyl-Para-Cymene,CC=CC1=C(C=CC(=C1)C(C)C)C,14374-92-6,5.756,1.192,0.7093130479555549,low-fidelity RED
Isobornyl Phenyl Acetate,CC1(C2CCC1(C(C2)OC(=O)CC3=CC=CC=C3)C)C,94022-06-7,8.059,1.344,0.7945124291035351,low-fidelity RED
Bornylene,CC1(C2CCC1(C=C2)C)C,464-17-5,6.154,1.119,0.886707392548409,low-fidelity RED
Sandaracopimaradiene,CC1(CCC[C]2([C@H]1CCC3=C[C](CC[C@@H]32)(C)C=C)C)C,21738-16-9,4.818,1.352,0.7167635593415712,low-fidelity RED
(-)-Isolongifolene,CC1(CCC=C2C13CCC(C3)C2(C)C)C,1135-66-6,5.803,1.29,0.7846177413237607,low-fidelity RED
Dehydroabietylamine,CC1(CCC2)C(C=CC(C(C)C)=C3)=C3CCC1C2(C)CN,1446-61-3,6.897,1.449,0.7386643351347074,low-fidelity RED
Isolongifolene Epoxide,CC1(CCC2C3(C14CCC(C4)C3(C)C)O2)C,67999-56-8,5.195,1.36,0.9813893213195256,low-fidelity RED
Manool,CC1(CCCC2(C1CCC(=C)C2CCC(C)(C=C)O)C)C,596-85-0,5.799,1.433,0.9503288904374098,low-fidelity RED
Musk Tibetene,CC1=C(C(=C(C(=C1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C,145-39-1,5.838,1.173,0.9633924433998847,low-fidelity RED
Hexamethyl Benzene,CC1=C(C(=C(C(=C1C)C)C)C)C,87-85-4,5.845,0.8407,0.7549834435270751,high-fidelity RED
o-Xylene,CC1=C(C)C=CC=C1,95-47-6,5.819,0.8437,0.47762432936356936,high-fidelity RED
"1,7-Dimethylnaphthalene",CC1=C(C=C2C)C(C=C2)=CC=C1,575-37-1,6.378,1.132,0.792543374207368,low-fidelity RED
"1,6-Dimethylnaphthalene",CC1=C(C=CC(C)=C2)C2=CC=C1,575-43-9,6.116,1.241,0.792543374207368,low-fidelity RED
"1,4-Dimethylnaphthalene",CC1=C(C=CC=C2)C2=C(C)C=C1,571-58-4,6.036,0.9397,0.792543374207368,low-fidelity RED
"1,3-Dimethylnaphthalene",CC1=C(C=CC=C2)C2=CC(C)=C1,575-41-7,6.861,1.155,0.792543374207368,low-fidelity RED
1-Methyl Naphthalene,CC1=C(C=CC=C2)C2=CC=C1,90-12-0,6.689,1.07,0.9581883948368403,high-fidelity RED
"1,2-Dimethylnaphthalene",CC1=C(C=CC=C2)C2=CC=C1C,573-98-8,6.803,1.118,0.792543374207368,low-fidelity RED
"1,5-Dimethylnaphthalene",CC1=C(C=CC=C2C)C2=CC=C1,571-61-9,5.832,0.951,0.792543374207368,low-fidelity RED
"2,2'-Dimethylbiphenyl",CC1=C(C2=C(C)C=CC=C2)C=CC=C1,605-39-0,5.819,0.8437,0.5937171043518963,low-fidelity RED
Santene,CC1=C(C2CCC1C2)C,529-16-8,6.173,0.9048,0.8573214099741117,low-fidelity RED
"2,3-Dimethyl Benzofuran",CC1=C(OC2=CC=CC=C12)C,3782-00-1,6.586,0.9973,0.9902651160169179,low-fidelity RED
